gene1	gene2	n_combn_A549	n_single_A549	mean_combn_A549	mean_single_A549	var_combn_A549	var_single_A549	orientation_agree_A549	differential_combn_vs_single_A549	pval1_combn_vs_single_A549	pval2_combn_vs_single_A549	fdr1_combn_vs_single_A549	fdr2_combn_vs_single_A549	significant_combn_vs_single_A549	n_combn_HT29	n_single_HT29	mean_combn_HT29	mean_single_HT29	var_combn_HT29	var_single_HT29	orientation_agree_HT29	differential_combn_vs_single_HT29	pval1_combn_vs_single_HT29	pval2_combn_vs_single_HT29	fdr1_combn_vs_single_HT29	fdr2_combn_vs_single_HT29	significant_combn_vs_single_HT29	n_combn_OVCAR8	n_single_OVCAR8	mean_combn_OVCAR8	mean_single_OVCAR8	var_combn_OVCAR8	var_single_OVCAR8	orientation_agree_OVCAR8	differential_combn_vs_single_OVCAR8	pval1_combn_vs_single_OVCAR8	pval2_combn_vs_single_OVCAR8	fdr1_combn_vs_single_OVCAR8	fdr2_combn_vs_single_OVCAR8	significant_combn_vs_single_OVCAR8
ANKRA2	RFXANK	9	9	-0.11655947966719	0.112041511145669	0.171216539698257	1.07185241076069	FALSE	0.0521460781966812	0.00858976101095278	0.0221052718743443	0.302716260760958	0.512515426672507	NA	9	9	-0.195913769809233	-0.146848066827177	0.10003541428598	0.876724444178449	FALSE	0.255421921916816	0.026106523391034	0.00410127979792954	0.617743227709652	0.200743536917678	NA	9	9	-0.00502680842450373	-0.0317379028286158	0.0492500259532719	0.808091286147675	FALSE	0.325325768196126	0.356309689493132	0.00101122601212814	1	0.0703364700530603	NA
ANKRD13A	ANKRD13D	9	9	-0.179939675616111	0.707288196585349	0.209000085828745	0.380543108523749	TRUE	-0.581373587729305	0.00214946273133502	0.00145008357002112	0.105208806133821	0.103587473461051	NA	9	9	-0.0904900816027694	0.189870603575108	0.0924728738772264	0.222776695940624	TRUE	-0.0738963147153202	0.242038675346138	0.932416929458092	1	1	NA	9	9	0.027284765696621	0.290658555320216	0.123191167409789	0.28300475548143	TRUE	0.0202643035523832	0.676856083410469	0.846189792357382	1	1	NA
ANXA11	ANXA7	9	9	0.11072435229474	-0.262856703767499	0.486409123366037	0.49189752276548	TRUE	0.628254577628272	0.00154537488364998	0.000582781636275817	0.0800902420602032	0.053115808124172	NA	9	9	0.364201567066125	0.181473158565294	0.229713440545157	0.307252486984633	TRUE	0.459247754422947	0.00386053685401059	0.0046488704455732	0.175928274013831	0.203501169702572	NA	9	9	0.352045444742457	0.388541732270332	0.243285357228608	0.278391973605355	TRUE	0.299262289918722	0.0146609892754916	0.00633431993411711	0.376220091012978	0.217184614625605	NA
AP1B1	AP2B1	9	9	-0.849397811563919	-0.209869712240661	0.262958112805112	0.29398691357661	TRUE	-0.420917326575971	0.0181617274812018	0.0199682000741524	0.500036670208526	0.479802125053293	NA	9	9	-2.46678188576843	-0.898027277202208	0.332703474745319	0.27757253823591	TRUE	-0.225497363088668	0.0548238759186278	0.745350980776837	0.96977210008678	1	NA	9	9	-1.46250968923521	-0.305882339564469	0.259124710464388	0.178747019393075	TRUE	-0.492474525880911	0.122565685025376	7.75045469563467e-05	1	0.0113807428289144	NA
AP2A1	AP2A2	9	9	0.00855834464708046	0.375300404709377	1.09243475367775	0.461290914154886	TRUE	-0.0188139340529672	0.594980702217441	0.302867543517705	1	1	NA	9	9	-0.94703472656081	0.330878303806322	1.71921122104022	0.225998483325349	TRUE	-0.854168113499598	0.242362451042664	0.000127972881040359	1	0.0178024706780554	NA	9	9	-0.452601593937211	0.185418375465068	0.375485467089474	0.323359870652029	TRUE	-0.391910688305148	0.961704556743305	0.00357821471745543	1	0.157627170605616	NA
AP3M1	AP3M2	9	9	-0.012234407459632	0.372807508063523	0.140780389667501	0.10745412035284	TRUE	-0.157441192958199	0.18735662049684	0.525826631314528	1	1	NA	9	9	-0.03832264828793	0.613128807506391	0.134140839258515	0.276329525699964	TRUE	-0.368023908220807	0.550825363029875	0.001196568969336	1	0.0903619562734849	NA	9	9	0.0470207733406112	0.509933404577932	0.0828061112262903	0.185542774944594	TRUE	-0.135652104543054	0.0673348381480884	0.71191325678074	1	1	NA
AP3S1	AP3S2	9	9	0.0832713358736632	0.335146434606907	0.126528673230287	0.106223228067388	TRUE	-0.0159118913349723	0.823470654385356	0.614868774803678	1	1	NA	9	9	-0.0518270517250864	0.259755003439019	0.0478095273701471	0.054934604237331	TRUE	-0.137983595380231	0.117069576077626	0.44797687926246	1	1	NA	9	9	0.255649654761514	0.606832321447723	0.0518693490801875	0.0487759173343251	TRUE	0.0210693483703928	0.956873655714887	0.604938307154247	1	1	NA
APPL1	APPL2	9	9	-0.2163762648963	-0.305702732903066	0.111406032138339	0.249494080862929	FALSE	0.259557108791993	0.58746860762332	0.0129527134811795	1	0.402770603697383	NA	9	9	-0.0701878497064826	-0.110281445123233	0.0850217019099029	0.235216532416267	FALSE	0.268969376810541	0.614775116255632	0.00363801373677138	1	0.192313717504163	NA	9	9	-0.153468480673348	0.173386868942314	0.0856695247342275	0.116505879242529	TRUE	-0.0961896214071504	0.840282748391491	0.0333004303017998	1	0.752280693872714	NA
ARFGEF1	ARFGEF2	9	9	-1.29074167838962	-0.00238350392582662	0.747184169342748	0.514164773134653	TRUE	-0.949990439363891	5.2235842770156e-05	0.000227003701773954	0.00815045144144664	0.02727257792431	NA	9	9	-1.19783044311995	0.539118918865253	0.396892474694286	0.928750370454713	TRUE	-1.28862078704752	0.0208838138749539	2.88060496072653e-06	0.546517877441542	0.000845974217956228	NA	9	9	-2.04071807106013	0.0103073056344738	0.70466821951051	0.469318422171324	TRUE	-1.24325535584249	1.30939773887686e-06	0.00636405494593614	0.000576814632642629	0.217184614625605	NA
ARFIP1	ARFIP2	9	9	-0.0447892359874058	0.0328561583136478	0.206985678692255	0.261347298195484	FALSE	0.124875050046322	0.016500861429522	0.485297107789944	0.468964103713262	1	NA	9	9	-0.308499987988818	-0.227221349424701	0.0962328071059289	0.206219169238257	TRUE	0.103730454570738	0.45827404304437	0.490199234498716	1	1	NA	9	9	-0.00957468854723343	0.0578609599408842	0.0991257433067671	0.0549079131880335	FALSE	0.153717397830382	0.0405236332834027	0.485798462108611	0.776149215704386	1	NA
ARHGEF3	NET1	9	9	-0.0382695317265639	0.0963917087863777	0.0719208234168081	0.20652059677795	TRUE	0.0558598767112073	0.788804121144473	0.740217421292336	1	1	NA	9	9	0.195269933496489	0.305734789652067	0.0390413810217771	0.167882899940348	TRUE	0.123220535312089	0.355910286650938	0.430737551504165	1	1	NA	9	9	0.120652515211564	0.280126427436463	0.0242523582679212	0.167801371490127	TRUE	0.103528810323415	0.545362171953251	0.268086274310123	1	1	NA
ARID1A	ARID1B	9	9	0.0478452196217048	0.574483898009966	0.201316429021012	0.19908161360057	TRUE	-0.227787507251502	0.854288734596818	0.004296460443014	1	0.206473376980427	NA	9	9	0.178555148319754	0.431160505134762	0.316125621283777	0.357288951562934	TRUE	0.0387081212432283	0.582674158154316	0.423946451685884	1	1	NA	9	9	0.20022202629058	0.86655545309117	0.134792533656029	0.0698350547109241	TRUE	-0.24628232579015	0.337168816402738	0.0222200834876669	1	0.571612429860197	NA
ARL8A	ARL8B	9	9	-0.772017141311632	0.129063731587993	0.33400260478927	0.117268666568697	TRUE	-0.75308598310523	0.000956124515650527	0.000117089110826396	0.0599133558904757	0.0171933274977017	NA	9	9	-0.339432137151268	-0.185196842386135	0.187131630509841	0.103417813306963	TRUE	0.0137827927918804	0.43517101820298	0.471491868644766	1	1	NA	9	9	-0.370769646591061	-0.0438012503782626	0.120268286714961	0.160269732068404	TRUE	-0.0788279782669821	0.319028112888821	0.878612969129288	1	1	NA
ARPC1A	ARPC1B	9	9	-0.509480353069953	0.75814995903051	0.366635836659752	0.528213602791458	TRUE	-1.01342516650073	4.09259017412688e-05	0.0123834760256087	0.00792613595046339	0.402770603697383	NA	9	9	-0.992628821126155	0.13367175872826	0.332438405018941	0.766950587755304	TRUE	-0.787990429978843	0.0375424435388155	0.00334928454466889	0.759675830169246	0.188351949767145	NA	9	9	-0.224368113792156	0.612020381644074	0.148093944123726	0.53242217068573	TRUE	-0.50733729192661	0.068627077026049	0.00300059148679338	1	0.141623322428854	NA
ARPC5	ARPC5L	9	9	-0.00719530469953344	0.515197080847082	0.285431209845102	0.63932159593825	TRUE	-0.221189041836491	0.0611301676674721	0.678197148959017	1	1	NA	9	9	-0.280459258269704	0.446250343905916	0.130058232851929	0.365837548575983	TRUE	-0.466672289283807	8.40866598346641e-05	0.0582518867278193	0.014816709808673	1	NA	9	9	-0.00152866458544669	0.219983485610207	0.0832856574984882	0.283962839244444	TRUE	0.0408882899405922	0.367142796723023	0.34678000538162	1	1	NA
ARPP19	ENSA	9	9	-1.45606672302796	-0.571086677600178	1.21992793109045	0.675127387593135	TRUE	-0.417027171401284	0.00809712353853462	0.676833848662079	0.289211114103785	1	NA	9	9	-0.897026605022183	-0.0136672483400199	0.645100638459753	0.422435794075436	TRUE	-0.477472580443738	0.00638658753658921	0.545053224299143	0.237753245023428	1	NA	9	9	-1.40333470809395	-0.329858448180975	0.460073820960744	0.37156325691055	TRUE	-0.44232760477951	0.00188713873630007	0.156763155116859	0.110842738826202	1	NA
ASAP1	ASAP2	9	9	-0.108334240775376	-0.15557486054245	0.0926646029347161	0.196496438907505	FALSE	0.195924568349442	0.0118481719065564	0.809118849128453	0.377302069411878	1	NA	9	9	-0.441968793317021	-0.526607641414623	0.228626068570388	0.22321970511172	TRUE	0.371275149371117	0.0481842422012664	0.0534744503971663	0.896876452151785	1	NA	9	9	0.249200280429436	0.322410405059631	0.0961987124419652	0.389791242379652	FALSE	0.259737301126255	0.0263132400355317	0.483084129137146	0.570072943977723	1	NA
ASIC1	ASIC3	9	9	-0.393575562769312	-0.755028458266145	0.203120677358316	0.0980387804873732	TRUE	0.526291038707214	0.000113478481533285	0.0502881130114859	0.0142826947283872	0.929491098470796	NA	9	9	-0.163659542986944	-0.199384468775767	0.05146322646135	0.108839823525385	TRUE	0.158811595143199	0.319913138722108	0.242289712398053	1	1	NA	9	9	-0.0952043103658755	0.0637685131462055	0.0795624155986014	0.0454006028278326	TRUE	0.0348285862615776	0.824493186734855	0.759544530622654	1	1	NA
ATAD2	ATAD2B	9	9	-0.0290030299619067	0.237193030723167	0.129642335676125	0.201899725393313	FALSE	-0.040954294044809	0.178924060707148	0.0224767542254477	1	0.516596773294953	NA	9	9	-0.459932347771497	-0.0144943277953606	0.1219718923701	0.122684194141791	TRUE	-0.278725098532361	0.00986061364632233	0.0414612050705648	0.325784103017067	0.876693608793138	NA	9	9	-0.05314903386145	0.268867635036351	0.0797867483560915	0.0798328854858651	TRUE	-0.0585233737241776	0.301350659861819	0.927061103960731	1	1	NA
ATAD3A	ATAD3B	9	9	-1.43509233054799	-2.47550063064396	0.906187838239591	0.488422427998448	TRUE	1.76156451223021	1.50413387543144e-07	1.16625840720157e-06	0.000132519921646804	0.000513759031914455	NA	9	9	-1.63539913016587	-2.06438215611977	0.355875827980911	0.434104610138757	TRUE	1.82894765578841	3.08537338681159e-06	4.14249900983812e-08	0.00101937428779601	3.64969935969462e-05	NA	9	9	-2.95394022934021	-4.17912879458562	0.520985714273004	0.828085457797025	TRUE	1.04950409056758	0.0115448613379805	0.00976355466091418	0.327461311095926	0.300526854482736	NA
ATF1	CREB1	9	9	0.0744036391831461	0.234114828333427	0.139375392573239	0.146572333989194	TRUE	0.0565437640527961	0.283966818831924	0.878716363095366	1	1	NA	9	9	-0.162892372259314	0.0803872639840715	0.019941526446844	0.0724976574178818	TRUE	-0.106176524244401	0.153311841115022	0.704844057125275	1	1	NA	9	9	-0.110192818275945	0.311275156783701	0.0946445611712921	0.0952307200498341	TRUE	-0.184391453916573	0.18112774202647	0.154692041804033	1	1	NA
ATF1	CREM	9	9	-0.00304104435068604	0.164836039971778	0.154134335992569	0.221307684525789	TRUE	0.0241005244603779	0.507862858783616	0.625159312513533	1	1	NA	9	9	-0.0494009399655067	0.141926869825734	0.109242358579297	0.210311724510553	FALSE	0.00450284536011073	0.220112794275262	0.0786341228276711	1	1	NA	9	9	0.238107414314487	0.323709808282654	0.0515979990941261	0.0503955109985045	FALSE	0.220392205426772	0.000408204697297413	0.943239023913602	0.041497370923997	1	NA
ATF2	ATF7	9	9	-0.098671911494056	-0.195854820568812	0.123916329238982	0.0598604571741903	TRUE	0.227294007855545	0.132427498498194	0.197195088875937	1	1	NA	9	9	-0.215472260141793	-0.274473094622043	0.176392179491004	0.187099809042907	FALSE	0.252100420914836	0.0265481278779497	0.195291572974563	0.620767383153512	1	NA	9	9	-0.0331844142615088	0.0588221364928563	0.0792714000196486	0.123977557760328	FALSE	0.131431545635506	0.0445980808838618	0.859038259072207	0.836012923388751	1	NA
ATP6V0A1	ATP6V0A2	9	9	-1.16315506917677	-0.200135758255772	0.481479030095161	0.921364839360524	TRUE	-0.560793540514169	0.0285247422329479	0.00783567721210437	0.695806784013095	0.300153477362476	NA	9	9	-1.94647159848304	-0.313501739930087	0.192099960084781	0.58302378226708	TRUE	-0.680154786301423	0.185848432731099	0.0029612337094133	1	0.170149542490791	NA	9	9	-0.284091445565504	-0.172594829276595	0.105197545923187	0.396232955226156	TRUE	0.182531474915534	0.198585293280064	0.291010902737454	1	1	NA
B4GALT1	B4GALT2	9	9	0.22527327269642	0.474993934932761	0.102028073793803	0.163338717630436	TRUE	0.0546951665724667	0.35589540516219	0.833826140006497	1	1	NA	9	9	0.277687844767003	0.430651093844532	0.0567879122246078	0.135329548252974	TRUE	0.13764516043447	0.317431796579639	0.380308860016667	1	1	NA	9	9	-0.079512975312786	-0.0224410119606951	0.0497965421294813	0.13685092993734	FALSE	0.142224051022846	0.086236573943349	0.854487929185737	1	1	NA
BCL2L1	MCL1	9	9	-1.84199341189255	-1.79423432896746	1.26807543282661	1.17728330542755	FALSE	0.507602325194088	0.000353963192445559	0.198719855007516	0.0326180509327394	1	NA	9	9	-1.86794882653867	-1.00680601612729	1.51548211982541	0.246916302672979	TRUE	0.190950035041717	0.877778172907814	0.0625332334002295	1	1	NA	9	9	-2.32488011985971	-1.40095148197312	1.08344821687482	0.265765058890454	TRUE	0.217188179464543	0.992125385680998	0.101794321328736	1	1	NA
BICD1	BICD2	9	9	0.10694028004546	0.308519369809524	0.146455824191387	0.391941406291692	TRUE	0.0726341145161107	0.242879416015121	0.879059752085458	1	1	NA	9	9	0.32177772372589	0.522470714166543	0.0327625053877644	0.21997223666147	TRUE	0.134297904689638	0.148731306764731	0.51905950458472	1	1	NA	9	9	0.31843597924832	0.540218338146378	0.0410170955437199	0.219311331540015	TRUE	0.155407419178069	0.729351911460672	0.0292622903269235	1	0.709574091324042	NA
BRCA1	PARP1	9	9	-0.97331990442008	-1.12854870842573	0.460759095037686	0.23254131770387	FALSE	0.55233616734368	5.5505783405817e-05	0.559556943334318	0.00815045144144664	1	NA	9	9	-0.677747047362774	-0.5547724555598	0.220842533440763	0.0492072893980993	TRUE	0.19164054627131	0.210401276426761	0.0739029955372679	1	1	NA	9	9	-1.30604931149078	-0.854011767783635	0.402168114831625	0.206717886910999	TRUE	0.399244373515807	0.0101099991369185	0.129218632458459	0.317969504389624	1	NA
BRWD1	PHIP	9	9	-0.128731525698516	-0.139289350018687	0.0704967437114482	0.430671466922486	TRUE	0.182461375785449	0.18308677943366	0.440256091999077	1	1	NA	9	9	0.223542292143292	0.512211155200446	0.0541236028382788	0.188429725311706	TRUE	0.0187307776744413	0.373268794907822	0.66094275789931	1	1	NA	9	9	0.112929255553133	0.461642801920257	0.0444691350700343	0.0517481047634341	TRUE	-0.0408009317922432	0.907930721511167	0.330513043507734	1	1	NA
BTBD1	BTBD2	9	9	-0.353293471529228	-0.064543081632738	0.290091074528199	0.131846697634448	TRUE	-0.136596026916963	0.727691077686765	0.31750195142074	1	1	NA	9	9	-0.25929968008287	0.236561833644037	0.203254137828161	0.034359704422316	TRUE	-0.330245226040144	0.00583873142494581	0.0488139210997861	0.230334837495451	0.977430071684254	NA	9	9	-0.318380492550084	-0.0998937576505328	0.143560894061498	0.0592279976842082	FALSE	-0.0203163116111752	0.231130931397425	0.0750089005209793	1	1	NA
BTN2A1	BTN2A2	9	9	0.217268869750383	-0.112245146594309	0.112425947565625	0.299963280155947	TRUE	0.531387638795772	0.000496658232573486	0.0267871444589194	0.0410226388053805	0.590012355751811	NA	9	9	0.219584378205504	0.26644373917417	0.101222403562095	0.114723205496456	FALSE	0.205343758644408	0.456179595581596	0.0324643942613555	1	0.766134843108352	NA	9	9	0.0944540597596131	0.414757156260333	0.0725722420868317	0.0977307655366344	TRUE	-0.0160918100870546	0.4520754290434	0.638463331911049	1	1	NA
BTN3A1	BTN3A3	9	9	0.0755199074963482	0.304712982000718	0.129050047166854	0.803966597430463	FALSE	0.0653590663356831	0.504237089100412	0.183614297699149	1	1	NA	9	9	0.319077418168642	0.610830116579994	0.0367578434219799	0.491580123521354	TRUE	0.0761428806710567	0.43483031741859	0.87150865488498	1	1	NA	9	9	0.117766830096198	0.485770450000454	0.0616698463088612	0.386382560189904	TRUE	-0.0315920819555849	0.763484237377833	0.877919628734495	1	1	NA
CAMKK1	CAMKK2	9	9	0.157587491816776	0.424088507695298	0.18108691698408	0.104690336777087	TRUE	0.0049906274478322	0.68486413311116	0.62392813160245	1	1	NA	9	9	0.0628769890576402	0.301103036151842	0.146192172937705	0.156452852704168	TRUE	-0.011222648519128	0.988472021052334	0.809148628833775	1	1	NA	9	9	0.0645093544377323	0.537285521532008	0.0797018707184197	0.116108903170788	TRUE	-0.161411096690218	0.221580469231967	0.116554887109998	1	1	NA
CAPZA1	CAPZA2	9	9	-2.18112824812353	-0.489170164239344	0.37944630639699	0.175479206132899	TRUE	-1.10062267881869	4.49818013632008e-05	0.000757025773976147	0.00792613595046339	0.0630495123188859	NA	9	9	-1.67929956158537	0.204097054416022	0.303487096689097	0.107074572258261	TRUE	-1.42516989739712	8.35954472264218e-07	6.52816438099047e-07	0.000368253860159135	0.00021568355210856	NA	9	9	-1.9449014280046	-0.109799510626253	0.539546098602201	0.209160086780696	TRUE	-1.04895689040302	2.74180288372111e-06	4.74933286615613e-05	0.000905862277096553	0.00784564329983267	NA
CBX3	CBX5	9	9	-0.687732773823992	-0.0497142637784862	0.145196133406524	0.168637875638197	FALSE	-0.468999419788971	4.16960600914493e-06	0.204845627672499	0.00157439213923914	1	NA	9	9	0.0441049252087844	0.431708939561154	0.10586068616634	0.349911110833018	TRUE	-0.135581407377789	0.343012460098896	0.545317581350843	1	1	NA	9	9	-0.358154658615483	-0.299088037026379	0.0972940770287967	0.132601971088923	TRUE	0.186913455487226	0.0871980254401959	0.361754853446728	1	1	NA
CCNE1	CCNE2	9	9	-1.11949010903209	-0.625279762293513	0.279678732465147	0.254469706371184	TRUE	-0.197322916627598	0.745313007138306	0.0996067229887693	1	1	NA	9	9	-1.36945652846411	-0.272070502508499	0.402066084431818	0.0693129692455118	TRUE	-0.555971313992566	0.00892910447737272	0.000171481067274693	0.314004946198374	0.0215830499535198	NA	9	9	-2.65582475874309	-1.13838612367571	0.908676971314325	0.128431224005177	TRUE	-0.241432809362466	0.41160276097125	0.162359220739894	1	1	NA
CCNG1	CCNG2	9	9	-0.165171806160625	-0.154294564076404	0.10363108121749	0.208632679227108	FALSE	0.134470376953891	0.182267507640113	0.868204853365203	1	1	NA	9	9	0.1362455573639	0.259166634804503	0.0665959049868381	0.182514950686842	TRUE	0.0974648062431661	0.857886478522942	0.299350588084414	1	1	NA	9	9	0.122400474275325	0.338198401598485	0.0428138213213649	0.0938927898568122	TRUE	0.0667574205519482	0.790145080027971	0.446604518145657	1	1	NA
CCNT1	CCNT2	9	9	-0.966463871216868	0.71210665388412	1.59552402544822	0.387647497718064	TRUE	-1.36009570213955	0.000869783328306306	0.000195275451843808	0.056351186898033	0.025806766273178	NA	9	9	-0.910541362315797	0.436289358191936	1.33763158981774	0.374796299994095	TRUE	-0.992591661892018	0.00435182686032501	0.00758730212312635	0.188563532776413	0.278529252861809	NA	9	9	-0.794638127614802	0.305737064702798	0.770948644272892	0.23297919350957	TRUE	-0.804667784015363	0.00678711156950496	0.0233451713516258	0.233043228984631	0.587656710403478	NA
CCNY	CCNYL1	9	9	-0.151721142580991	0.167173394657449	0.217549408489754	0.235440943761163	TRUE	-0.127220473080937	0.910907601305214	0.198406728286157	1	1	NA	9	9	-0.200484085735982	-0.146709598384866	0.126911687793528	0.164506008620124	TRUE	0.115008295197164	0.510862803580751	0.315306998332923	1	1	NA	9	9	0.134430299762237	0.192294600801488	0.123234897546972	0.14706023646216	FALSE	0.228551574451548	0.0257755220140008	0.149741976336113	0.56773040842543	1	NA
CDC34	UBE2R2	9	9	-0.418154450952602	-0.14648068643738	0.153089559289638	0.380041649958616	TRUE	-0.096287383137652	0.896948191875272	0.275015829855111	1	1	NA	9	9	-0.528270156942856	-0.251047246060597	0.159968285042254	0.359351298519638	TRUE	0.0120578568944197	0.417272272509983	0.188176307372908	1	1	NA	9	9	-0.205878262398535	0.0147007298184169	0.187952043932683	0.319570377144232	TRUE	0.0367455747088526	0.696063209044992	0.711491937852074	1	1	NA
CDC42BPA	CDC42BPB	9	9	0.0180634138927704	0.194799123881798	0.118769603342058	0.115632506965179	TRUE	0.0368919091155642	0.69410553084139	0.333216837178533	1	1	NA	9	9	0.0831284442222116	0.0330752209605158	0.122594926920411	0.210195971239338	TRUE	0.257900018893394	0.0842223651446749	0.1308930620423	1	1	NA	9	9	-0.0714718996407824	0.0725361068581439	0.144405961030566	0.176642123673946	TRUE	0.11524098710087	0.4086136950204	0.333661453352348	1	1	NA
