gene1	gene2	n_combn_A375_D14	n_single_A375_D14	mean_combn_A375_D14	mean_single_A375_D14	var_combn_A375_D14	var_single_A375_D14	orientation_agree_A375_D14	differential_combn_vs_single_A375_D14	pval1_combn_vs_single_A375_D14	pval2_combn_vs_single_A375_D14	fdr1_combn_vs_single_A375_D14	fdr2_combn_vs_single_A375_D14	significant_combn_vs_single_A375_D14	n_combn_MEWO_D14	n_single_MEWO_D14	mean_combn_MEWO_D14	mean_single_MEWO_D14	var_combn_MEWO_D14	var_single_MEWO_D14	orientation_agree_MEWO_D14	differential_combn_vs_single_MEWO_D14	pval1_combn_vs_single_MEWO_D14	pval2_combn_vs_single_MEWO_D14	fdr1_combn_vs_single_MEWO_D14	fdr2_combn_vs_single_MEWO_D14	significant_combn_vs_single_MEWO_D14	n_combn_RPE_D14	n_single_RPE_D14	mean_combn_RPE_D14	mean_single_RPE_D14	var_combn_RPE_D14	var_single_RPE_D14	orientation_agree_RPE_D14	differential_combn_vs_single_RPE_D14	pval1_combn_vs_single_RPE_D14	pval2_combn_vs_single_RPE_D14	fdr1_combn_vs_single_RPE_D14	fdr2_combn_vs_single_RPE_D14	significant_combn_vs_single_RPE_D14	n_combn_A375_D28	n_single_A375_D28	mean_combn_A375_D28	mean_single_A375_D28	var_combn_A375_D28	var_single_A375_D28	orientation_agree_A375_D28	differential_combn_vs_single_A375_D28	pval1_combn_vs_single_A375_D28	pval2_combn_vs_single_A375_D28	fdr1_combn_vs_single_A375_D28	fdr2_combn_vs_single_A375_D28	significant_combn_vs_single_A375_D28	n_combn_MEWO_D28	n_single_MEWO_D28	mean_combn_MEWO_D28	mean_single_MEWO_D28	var_combn_MEWO_D28	var_single_MEWO_D28	orientation_agree_MEWO_D28	differential_combn_vs_single_MEWO_D28	pval1_combn_vs_single_MEWO_D28	pval2_combn_vs_single_MEWO_D28	fdr1_combn_vs_single_MEWO_D28	fdr2_combn_vs_single_MEWO_D28	significant_combn_vs_single_MEWO_D28	n_combn_RPE_D28	n_single_RPE_D28	mean_combn_RPE_D28	mean_single_RPE_D28	var_combn_RPE_D28	var_single_RPE_D28	orientation_agree_RPE_D28	differential_combn_vs_single_RPE_D28	pval1_combn_vs_single_RPE_D28	pval2_combn_vs_single_RPE_D28	fdr1_combn_vs_single_RPE_D28	fdr2_combn_vs_single_RPE_D28	significant_combn_vs_single_RPE_D28
ACSF2	ACSF3	25	25	-0.510862690213628	0.184407937992668	0.150624326153437	0	TRUE	0.00083971957344692	0.984712108157876	0.984712108157876	1	1	NA	25	25	-0.301773392064138	-0.00669195946718114	0.0295803327516178	0	TRUE	0.0885774328250021	0.00178225528101677	0.00178225528101677	0.0266557580574329	0.0266557580574329	NA	25	25	-1.00999423316065	-0.123427188158585	0.381790360282304	0	TRUE	0.333916107909355	0.000731575510325828	0.000731575510325828	0.013269120452469	0.013269120452469	NA	25	25	-0.623210901817017	0.134856079291992	0.295020950388111	0	TRUE	-0.0107978826353926	0.868986560658731	0.868986560658731	1	1	NA	25	25	-0.308402123636345	0.0564491181347353	0.0752102248722567	0	TRUE	0.157237385973044	0.00245966762599786	0.00245966762599786	0.0435732705368104	0.0435732705368104	NA	25	25	-1.93480175960888	-2.42509969374215	0.357798396115075	0	TRUE	0.38483764219184	0.000966951812534559	0.000966951812534559	0.0200951510112591	0.0200951510112591	NA
ACSL3	ACSL4	25	25	-0.364132740666366	0.258968119275693	0.467823125498896	0	TRUE	-0.0159180301435197	0.834499652994108	0.834499652994108	1	1	NA	25	25	-0.10108602975836	0.260268623116987	0.0226277856454662	0	TRUE	-0.114947400928643	6.54525052254502e-06	6.54525052254502e-06	0.000167266519643678	0.000167266519643678	NA	25	25	-0.616691955968684	0.198297511988845	0.414677715132131	0	TRUE	0.159731470440128	0.0444016719110485	0.0444016719110485	0.510187464505974	0.510187464505974	NA	25	25	-0.536124684037439	0.000778136455627826	0.970593807999705	0	TRUE	0.191501910374437	0.176466960995822	0.176466960995822	1	1	NA	25	25	0.020428770826393	0.386832364559182	0.0462011751603588	0	TRUE	0.0253957001582741	0.405411887487986	0.405411887487986	1	1	NA	25	25	-1.87328290387788	-2.39850848273683	0.353064750697099	0	TRUE	0.401339590736316	0.00110313712212975	0.00110313712212975	0.0223649508604396	0.0223649508604396	NA
ADAM10	ADAM17	25	25	0.172093929708979	0.625416445407293	0.115727996279823	0	TRUE	-0.198862420087852	9.95692506154967e-05	9.95692506154967e-05	0.00212270149435778	0.00212270149435778	NA	25	25	-0.106611538758985	0.136022547370495	0.0231164363944601	0	TRUE	0.047745903406631	0.0351386125684383	0.0351386125684383	0.398730560708063	0.398730560708063	NA	25	25	0.000916370325537903	0.82235699265284	0.150423009876328	0	TRUE	-0.359705367314635	1.26663937853474e-07	1.26663937853474e-07	7.26786453538424e-06	7.26786453538424e-06	NA	25	25	0.256771204662647	0.954006233649847	0.139743043309565	0	TRUE	-0.358159666905463	2.15478437494279e-06	2.15478437494279e-06	0.000129333548184843	0.000129333548184843	NA	25	25	-0.0924787811094243	0.315558895972296	0.0463537998805484	0	TRUE	0.040250225352115	0.229831067546647	0.229831067546647	1	1	NA	25	25	-1.0242266655258	-1.25383727299294	0.273309034081738	0	TRUE	-0.370163956626185	2.49691751183499e-05	2.49691751183499e-05	0.000907572726399324	0.000907572726399324	NA
ADAMTSL1	ADAMTSL3	25	25	-0.126579035223181	0.394450838836807	0.0650565453244545	0	TRUE	-0.0740512536780945	0.0390146401323217	0.0390146401323217	0.44216329466076	0.44216329466076	NA	25	25	0.0515688459927247	0.215911992665847	0.0344707628251149	0	TRUE	0.0436064372515036	0.0843845081942326	0.0843845081942326	0.876837611343393	0.876837611343393	NA	25	25	-0.370090110616438	0.469501302032764	0.153669163153322	0	TRUE	-0.0793085405399082	0.104104937300344	0.104104937300344	1	1	NA	25	25	-0.0994887783862077	0.57828418421539	0.121153195931654	0	TRUE	-0.202890755898372	0.0026442532348409	0.0026442532348409	0.0501543874425632	0.0501543874425632	NA	25	25	0.0983917478440777	0.45153202738092	0.0591016696094117	0	TRUE	-0.0130054515957125	0.694054995186878	0.694054995186878	1	1	NA	25	25	-1.46136400799582	-1.66899997517862	0.221545292452846	0	TRUE	-0.11751817858552	0.1136216583159	0.1136216583159	1	1	NA
ADAP1	ADAP2	25	25	-0.384246018302878	0.272765988735953	0.0893906475197567	0	TRUE	-0.0625231515545713	0.104152730039933	0.104152730039933	1	1	NA	25	25	0.0580512926420094	0.242555247544334	0.0165196502669301	0	TRUE	0.0121999030654577	0.507734087561098	0.507734087561098	1	1	NA	25	25	-0.794617211991921	0.0965799975633784	0.30021794384777	0	TRUE	0.202193830969859	0.00484013724597059	0.00484013724597059	0.0731091442668345	0.0731091442668345	NA	25	25	-0.403230071381276	0.327760598605055	0.151724075128126	0	TRUE	-0.147881061258533	0.0240144868612453	0.0240144868612453	0.330453796186484	0.330453796186484	NA	25	25	0.00270183803618873	0.463431897765028	0.0341898093420507	0	TRUE	-0.0881260125108851	0.00237817360077008	0.00237817360077008	0.0423764484113868	0.0423764484113868	NA	25	25	-1.61576746290112	-1.66693977491364	0.246520433348583	0	TRUE	-0.234238797539474	0.0045982382094785	0.0045982382094785	0.076136135581197	0.076136135581197	NA
ADIPOR1	ADIPOR2	25	25	0.0228703339769181	0.757387091215656	0.0879830301193342	0	TRUE	-0.474058596852681	1.53999023162245e-12	1.53999023162245e-12	6.10859162836182e-10	6.10859162836182e-10	NA	25	25	0.0232192778651239	0.335942597893788	0.022678643423105	0	TRUE	-0.137233495109847	2.71132808485138e-07	2.71132808485138e-07	9.77715531198602e-06	9.77715531198602e-06	NA	25	25	-0.0131645133490465	0.984126570892362	0.0712430588094866	0	TRUE	-0.594105715236845	3.18246881159873e-14	3.18246881159873e-14	3.62931891254746e-11	3.62931891254746e-11	NA	25	25	-0.0252282043888723	0.90569606702857	0.186741994857954	0	TRUE	-0.525592028770347	4.9493090421202e-08	4.9493090421202e-08	7.12294877203714e-06	7.12294877203714e-06	NA	25	25	0.00211137829763605	0.564707646923557	0.0384892030271526	0	TRUE	-0.226393982028321	5.74857135739204e-09	5.74857135739204e-09	5.46310636558673e-07	5.46310636558673e-07	NA	25	25	-1.13624485157267	-0.910874741427514	0.148179180334283	0	TRUE	-0.893813742549688	7.44426757920479e-15	7.44426757920479e-15	1.73299670970996e-11	1.73299670970996e-11	NA
ADSS	ADSSL1	25	25	-0.0740048135791344	0.367431205530457	0.084919900443927	0	TRUE	-0.00189180857367635	0.959929227682028	0.959929227682028	1	1	NA	25	25	0.00167585717677247	0.268505827283604	0.0167966958928175	0	TRUE	-0.0593212913422346	0.00321842950997411	0.00321842950997411	0.0458075363330374	0.0458075363330374	NA	25	25	-0.435885763110628	0.500514941468464	0.282674477246456	0	TRUE	-0.162513892153089	0.0116223020223398	0.0116223020223398	0.15825896345999	0.15825896345999	NA	25	25	-0.489219114114232	-0.110555794353294	0.337807349860688	0	TRUE	0.41401092368213	9.77546183648295e-07	9.77546183648295e-07	6.84664187125452e-05	6.84664187125452e-05	NA	25	25	-0.0983629697691942	0.484191274273728	0.0466511873252036	0	TRUE	-0.186964938585309	4.32282622387969e-06	4.32282622387969e-06	0.000166406541282867	0.000166406541282867	NA	25	25	-1.233540638678	-1.15348204110285	0.557381699458328	0	TRUE	-0.615328532678703	2.84433061985571e-06	2.84433061985571e-06	0.00016117777758739	0.00016117777758739	NA
AFG3L2	SPG7	25	25	-0.160629774878054	0.366672458734465	0.110313325981746	0	TRUE	-0.0551702117882163	0.198393718551182	0.198393718551182	1	1	NA	25	25	-0.0246398822777288	0.257103252380919	0.0217996433283902	0	TRUE	-0.0608206528234375	0.00555192376371571	0.00555192376371571	0.0748179471516761	0.0748179471516761	NA	25	25	-0.623146840987751	0.464821242117082	0.227354989716603	0	TRUE	-0.214023637407404	0.000611801698388728	0.000611801698388728	0.0112811752046465	0.0112811752046465	NA	25	25	-0.572223479694969	-0.0458883543245989	0.590956891207423	0	TRUE	0.283753974483588	0.00410063811662734	0.00410063811662734	0.0719447426183393	0.0719447426183393	NA	25	25	-0.124645766751101	0.318120713041354	0.0752396007327806	0	TRUE	0.00495751807482345	0.905832353353504	0.905832353353504	1	1	NA	25	25	-1.71665818559465	-2.14541420298628	0.757020330867096	0	TRUE	0.252585663067281	0.0730648287790463	0.0730648287790463	0.826010938981825	0.826010938981825	NA
AGFG1	AGFG2	25	25	-0.0739107478042267	0.392334147436456	0.130505371612261	0	TRUE	-0.0358278647136696	0.435409458238124	0.435409458238124	1	1	NA	25	25	0.0134713492055979	0.222688157642919	0.0277353442040978	0	TRUE	0.0102522446603149	0.648184838877343	0.648184838877343	1	1	NA	25	25	-0.462973435882311	0.369653733572312	0.339229053921387	0	TRUE	0.0104921067026889	0.874072966674247	0.874072966674247	1	1	NA	25	25	-0.0191675834600287	0.687785834613643	0.155942586322982	0	TRUE	-0.256672389710924	0.000563582280103089	0.000563582280103089	0.0141256001533252	0.0141256001533252	NA	25	25	0.0459111329020491	0.408773772136819	0.0529130153852184	0	TRUE	0.0136539484325626	0.661603868398173	0.661603868398173	1	1	NA	25	25	-1.33602483882192	-1.49949911537632	0.445289451709742	0	TRUE	-0.253856609163426	0.0100171289882431	0.0100171289882431	0.14414678844056	0.14414678844056	NA
AHR	AHRR	25	25	-0.351150704301239	0.165391380540835	0.32845550507066	0	TRUE	0.129337940600223	0.0504497672319726	0.0504497672319726	0.553871610894959	0.553871610894959	NA	25	25	-0.0951789116533055	0.142677594368951	0.017747477041845	0	TRUE	0.0474911189123	0.0189673708879999	0.0189673708879999	0.229198170901911	0.229198170901911	NA	25	25	0.458139796574029	1.00247762193755	0.128132000089954	0	TRUE	-0.224038803878685	0.00227843574688256	0.00227843574688256	0.0371856982209031	0.0371856982209031	NA	25	25	-0.638953614620574	-0.142661772070962	0.558333928444921	0	TRUE	0.393090967193394	0.000119331651270361	0.000119331651270361	0.00371568588377126	0.00371568588377126	NA	25	25	-0.248496603379605	0.311759959370482	0.0966940803574074	0	TRUE	-0.0911938996264114	0.0830883340025306	0.0830883340025306	0.927831167446231	0.927831167446231	NA	25	25	0.378198501332875	-0.0285653808956855	1.13259503238686	0	TRUE	-0.000269113867245241	0.999143881622781	0.999143881622781	1	1	NA
AK2	AK8	25	25	-0.153011005198967	0.529609211910432	0.0761653924142333	0	TRUE	-0.27437400068216	3.1271860606504e-08	3.1271860606504e-08	1.86471838772786e-06	1.86471838772786e-06	NA	25	25	-0.0239468766881699	0.255836142870419	0.0237363740249292	0	TRUE	-0.0588774799979867	0.00899381017535498	0.00899381017535498	0.116058049079569	0.116058049079569	NA	25	25	-0.402923942315943	0.556332683976202	0.162600934395276	0	TRUE	-0.225179912304123	7.3483342263269e-05	7.3483342263269e-05	0.00177928802100481	0.00177928802100481	NA	25	25	-0.174966398456078	0.7835737744558	0.127738355743881	0	TRUE	-0.500373220286433	1.21181436193664e-08	1.21181436193664e-08	2.69651723935693e-06	2.69651723935693e-06	NA	25	25	-0.00464542745197011	0.430900970787808	0.045954480639325	0	TRUE	-0.0487407667068737	0.107465150812905	0.107465150812905	1	1	NA	25	25	-1.18100427788719	-1.76066449899567	0.142576543170949	0	TRUE	0.202624384682761	0.00218969509881817	0.00218969509881817	0.0399789668723843	0.0399789668723843	NA
AK3	AK4	9	9	-0.517204470466115	-0.0773246438339641	0.742899423913249	0	TRUE	0.360927026176266	0.0303793580994692	0.0303793580994692	0.353519596713972	0.353519596713972	NA	9	9	-0.0632612691601399	0.0567550124329127	0.0788664892319146	0	TRUE	0.174619268695527	0.013353648434582	0.013353648434582	0.165304019149321	0.165304019149321	NA	9	9	-0.731186919307099	-0.419733202144925	0.74204858334513	0	TRUE	0.833809739692563	0.00136322664456377	0.00136322664456377	0.0230743918366235	0.0230743918366235	NA	9	9	-0.59554441641782	-0.138369259221156	0.974109624077293	0	TRUE	0.344343447026401	0.102315358030868	0.102315358030868	1	1	NA	9	9	-0.120190095084345	0.187415257386613	0.138775168090876	0	TRUE	0.150889206238462	0.160572310308741	0.160572310308741	1	1	NA	9	9	-1.68747562723906	-2.77150034120601	0.557356064267833	0	TRUE	0.932735689579628	0.00100087155715241	0.00100087155715241	0.0206588927425623	0.0206588927425623	NA
