gene1	gene2	n_combn_PC9	n_single_PC9	mean_combn_PC9	mean_single_PC9	var_combn_PC9	var_single_PC9	orientation_agree_PC9	differential_combn_vs_single_PC9	pval1_combn_vs_single_PC9	pval2_combn_vs_single_PC9	fdr1_combn_vs_single_PC9	fdr2_combn_vs_single_PC9	significant_combn_vs_single_PC9	n_combn_HeLa	n_single_HeLa	mean_combn_HeLa	mean_single_HeLa	var_combn_HeLa	var_single_HeLa	orientation_agree_HeLa	differential_combn_vs_single_HeLa	pval1_combn_vs_single_HeLa	pval2_combn_vs_single_HeLa	fdr1_combn_vs_single_HeLa	fdr2_combn_vs_single_HeLa	significant_combn_vs_single_HeLa
ACSL3	ACSL4	16	16	-1.02313281643418	-0.667989435073143	0.247647553020369	0.0911890716044915	TRUE	-0.0284768805696019	0.822128115521136	0.822128115521136	1	1	NA	16	16	-1.95498244837765	-1.24247957904476	1.12174116788744	0.860120197609345	TRUE	0.0249100391417947	0.8710655088357	0.8710655088357	1	1	NA
ACTA2	ACTG2	16	16	0.104961291106492	0.10359522656189	0.0713634742361962	0.0196240565161564	TRUE	0.284573293961314	0.001553151586322	0.001553151586322	0.129270068383459	0.129270068383459	NA	16	16	0.10534869328453	0.904086280500278	0.202040783818694	0.0661747444646571	TRUE	-0.0363091693640286	0.752245953236455	0.752245953236455	1	1	NA
ACTL6A	ACTL6B	16	16	-0.476082939711999	-0.696748195763549	0.565220049334723	0.653404346565547	TRUE	0.467172615169491	2.77402352011759e-05	2.77402352011759e-05	0.00894676396393764	0.00894676396393764	NA	16	16	-1.7551985507905	-0.604460555400853	1.31221533942733	0.575230781956858	TRUE	-0.451818300737397	0.00448452758598467	0.00448452758598467	0.236138308309075	0.236138308309075	NA
ACTL7A	ACTL7B	16	16	-0.00364419421893378	0.498495977035434	0.0590704076902278	0.0207600784968027	TRUE	-0.220021301433597	0.00676163215326976	0.00676163215326976	0.337665682552029	0.337665682552029	NA	16	16	-0.238255891492946	0.17323997050207	0.213117974295813	0.22557848821417	TRUE	0.307862527369968	0.00439633078482419	0.00439633078482419	0.234687220825935	0.234687220825935	NA
ACTRT1	ACTRT2	16	16	-0.104375887327019	0.165483608824921	0.0988258491851989	0.0508674899677376	TRUE	0.0171696032280513	0.826785725746135	0.826785725746135	1	1	NA	16	16	-0.0805540492636887	0.727110630361701	0.119909138515555	0.0414117329760864	TRUE	-0.0492180994056508	0.623255200281929	0.623255200281929	1	1	NA
ACVR2A	ACVR2B	16	16	-0.233420846420985	0.174800498975097	0.108571209260292	0.014787829975828	TRUE	-0.122495788839223	0.172437267084281	0.172437267084281	1	1	NA	16	16	-0.853631224659609	-0.20896291993047	0.23530306920057	0.304015430418063	TRUE	0.0868145659276112	0.510601490449119	0.510601490449119	1	1	NA
ACVR1	ACVRL1	16	16	-0.158369255515026	0.405244183729258	0.0871442886423852	0.266043237820398	TRUE	-0.274014272046966	0.0355235494950538	0.0355235494950538	1	1	NA	16	16	-0.603621657446483	0.0457280139161461	0.14867348548428	0.120002892651052	TRUE	0.0427074687312976	0.758955621951537	0.758955621951537	1	1	NA
ADAMTS16	ADAMTS18	16	16	0.250315038506298	0.525005886436199	0.0658081987970266	0.0195201849136937	TRUE	0.0136960318538351	0.864088351054966	0.864088351054966	1	1	NA	16	16	-0.0145739706949268	0.683359062884552	0.213554403009904	0.105015193971998	TRUE	0.0553121496594556	0.607971375166086	0.607971375166086	1	1	NA
ADAMTS10	ADAMTS6	16	16	-0.467571673457329	-0.109653962569873	0.192250547882899	0.176384703179022	TRUE	-0.0496987589637534	0.659003302026489	0.659003302026489	1	1	NA	16	16	-0.34908933022411	0.366903964034658	0.314259180280765	0.022301252263583	TRUE	0.0165448051467812	0.896146267255085	0.896146267255085	1	1	NA
ADAP1	ADAP2	16	16	-0.321930899150196	-0.236155657236985	0.118848037085585	0.128156480158368	TRUE	0.227666586689436	0.0375564924044647	0.0375564924044647	1	1	NA	16	16	-0.824722148351606	-0.234567672291335	0.336806799949278	0.334316979771184	TRUE	0.121641436248216	0.457113820785911	0.457113820785911	1	1	NA
ADARB1	ADARB2	16	16	-0.00265724245985501	0.437799434155681	0.0785679053384744	0.0636705981404876	TRUE	-0.159434577449773	0.113435989880137	0.113435989880137	1	1	NA	16	16	-0.131540486392522	0.584002776779135	0.209839173353804	0.0855635591083789	TRUE	0.0336316633551415	0.779768857377567	0.779768857377567	1	1	NA
ADCY5	ADCY6	16	16	-0.338343727285606	0.0386855207411618	0.174261201631036	0.127484033234857	TRUE	-0.0712815484307449	0.425021600155219	0.425021600155219	1	1	NA	16	16	-0.942690209849502	-0.137310444783394	0.915392168951473	0.732590072620272	TRUE	-0.0456568778622069	0.748901052531958	0.748901052531958	1	1	NA
ADIPOR1	ADIPOR2	16	16	-0.058888193259225	0.212784243139095	0.0585600677409356	0.0728628244684419	TRUE	0.0115035786020866	0.899258651768578	0.899258651768578	1	1	NA	16	16	-0.4570714408269	0.51682791277878	0.19012904803974	0.3554334585973	TRUE	-0.238271965277993	0.0229048774100975	0.0229048774100975	0.729606644831173	0.729606644831173	NA
ADSS	ADSSL1	16	16	-0.703690206646143	-0.229669603153045	0.462877393162965	0.437523246461592	TRUE	-0.199943630643886	0.045229498631204	0.045229498631204	1	1	NA	16	16	-1.47525341707266	-0.747956980965341	1.10663409983783	1.68978087418794	TRUE	-0.0271378653707992	0.854338830519143	0.854338830519143	1	1	NA
AGPAT3	AGPAT4	16	16	-0.174846911451248	0.291313086127959	0.0239488050026254	0.0128293442114382	TRUE	-0.184090882099021	0.0147061420949109	0.0147061420949109	0.57782937244097	0.57782937244097	NA	16	16	-0.356500328679608	0.602070607597425	0.27588353974628	0.152976718818169	TRUE	-0.226324777794083	0.0749425446469719	0.0749425446469719	1	1	NA
AGR2	AGR3	16	16	0.00809538433164252	0.122258294892327	0.082076544476687	0.0139089094540565	TRUE	0.168196165967465	0.0579131219942915	0.0579131219942915	1	1	NA	16	16	0.146525333860448	0.734855699196219	0.131450000142293	0.300013784344061	TRUE	0.169405353133003	0.212009241188089	0.212009241188089	1	1	NA
AIF1	AIF1L	16	16	0.000699575386084553	0.158383622579889	0.0414892506323392	0.038735019657587	TRUE	0.124425773709323	0.102589150126551	0.102589150126551	1	1	NA	16	16	-0.829372514123977	0.290624096977192	0.193133459538345	0.229290140504688	TRUE	-0.410008302079602	0.00400183272277109	0.00400183272277109	0.221257488270697	0.221257488270697	NA
AK3	AK4	16	16	-0.175298915091593	0.156662282162067	0.0752463594848455	0.115776329115108	TRUE	-0.0442372459153413	0.637003274234304	0.637003274234304	1	1	NA	16	16	-0.527156113221885	0.131480893156428	0.147618901592329	0.241000634900638	TRUE	0.0593525096771763	0.652988001940498	0.652988001940498	1	1	NA
AKIRIN1	AKIRIN2	16	16	-1.50666334457343	-0.915501443374446	0.166101799233908	0.081716206542585	TRUE	-0.347972635961807	0.00173983378031766	0.00173983378031766	0.13845228309896	0.13845228309896	NA	16	16	-1.92341060835958	-0.828338818744299	0.307368209686491	0.664920480593818	TRUE	-0.312054618123675	0.0871025948643691	0.0871025948643691	1	1	NA
AKR7A2	AKR7A3	16	16	-0.143964272127571	0.00197165227930025	0.0227518883318936	0.0310609493263204	TRUE	0.141135979172285	0.0734332490303526	0.0734332490303526	1	1	NA	16	16	-0.063583643097317	0.647332022863711	0.0958625566750744	0.0896071727110978	TRUE	0.0437940611361645	0.681533190828052	0.681533190828052	1	1	NA
ALAS1	ALAS2	16	16	-0.473664313971333	-0.58961705311763	0.0733596359776246	0.0917667555503176	TRUE	0.452315709844544	1.89015362194254e-05	1.89015362194254e-05	0.00696698524248785	0.00696698524248785	NA	16	16	0.292440222798477	0.871480957925779	0.405938906244596	0.325007581574913	TRUE	0.179890525641807	0.161272464894829	0.161272464894829	1	1	NA
ALDH1L1	ALDH1L2	16	16	-0.0190496395884264	0.196085644003728	0.128180154418542	0.0726855226931124	TRUE	0.0716288379123854	0.40871683260891	0.40871683260891	1	1	NA	16	16	-0.295222238653592	0.551614895590692	0.336029581658824	0.426275323789875	TRUE	-0.103516623560598	0.381619813440584	0.381619813440584	1	1	NA
ALG10	ALG10B	16	16	-0.583796365721529	-0.175646201856708	0.235141146621525	0.253489983524535	TRUE	-0.0891240179954539	0.354613230010734	0.354613230010734	1	1	NA	16	16	-1.73686144795454	-1.41203269677576	0.945081528930454	1.87438941171116	TRUE	0.390765721256883	0.0525671361424411	0.0525671361424411	1	1	NA
ALG1L	ALG1L2	16	16	-0.822623795561618	-0.945807062485787	0.396580848107324	0.930257489880563	TRUE	0.361627610978173	0.00272964954786957	0.00272964954786957	0.183728333127048	0.183728333127048	NA	16	16	-2.08685573032509	-2.18906314068442	0.978775879044551	2.50039988696095	TRUE	0.691384925545246	0.0118770664674859	0.0118770664674859	0.459670119584672	0.459670119584672	NA
ALOX12	ALOX15	16	16	-0.00540759603104072	0.345385451387519	0.097272563828406	0.102280401493971	TRUE	-0.0672357057555546	0.489519140304825	0.489519140304825	1	1	NA	16	16	-0.309804143102472	0.616434839231278	0.45544586322847	0.228395208487901	TRUE	-0.193916066439988	0.0860532787968358	0.0860532787968358	1	1	NA
AMELX	AMELY	16	16	0.230771403870064	0.553412549203727	0.0460004584114201	0.0631234091637477	TRUE	-0.0326414920706423	0.678304493388529	0.678304493388529	1	1	NA	16	16	0.347242649810219	1.08978347441502	0.181218379017416	0.116644299303693	TRUE	0.0205584129055553	0.887172289765764	0.887172289765764	1	1	NA
AMMECR1	AMMECR1L	16	16	-0.311199146684659	-0.147858424801279	0.115537695297934	0.15876646002519	TRUE	0.148974468828162	0.0747332471204081	0.0747332471204081	1	1	NA	16	16	-0.404013105371291	0.271433174300752	0.292131136716386	0.468116251266647	TRUE	0.0296874093250605	0.80362369224763	0.80362369224763	1	1	NA
AMPD1	AMPD3	16	16	-0.518919631093992	-0.0497357131635618	0.0902214011023857	0.0284120445107929	TRUE	-0.161890335092594	0.0818095734686475	0.0818095734686475	1	1	NA	16	16	-0.48418088184514	0.213216105482025	0.456310341684903	0.499985960556399	TRUE	0.0368832723393496	0.757162095653548	0.757162095653548	1	1	NA
ANGPT1	ANGPT2	16	16	0.261831026212604	0.342376876544138	0.0813978024932357	0.0437281266532981	TRUE	0.205191285449331	0.0202260503560479	0.0202260503560479	0.724810398830228	0.724810398830228	NA	16	16	0.262361757044533	0.764117923149822	0.222245167557279	0.136934110756051	TRUE	0.258049282490864	0.0341435141548334	0.0341435141548334	0.957560490329755	0.957560490329755	NA
ANGPTL1	ANGPTL2	16	16	0.123351401918843	0.4698147418433	0.0580572367139277	0.0461619002902166	TRUE	-0.0617925983061507	0.454946119487107	0.454946119487107	1	1	NA	16	16	-0.493434266460848	0.406638239688544	0.651188723455352	0.463113937436778	TRUE	-0.159586693625856	0.202568471767398	0.202568471767398	1	1	NA
ANKRD18A	ANKRD18B	16	16	-0.103211302948377	0.129431221636389	0.0819658513245842	0.0799334369594189	TRUE	0.0526755598763	0.596938054568926	0.596938054568926	1	1	NA	16	16	-0.553515754557071	-0.025597189781245	0.229463967932184	0.205144170809866	TRUE	0.179396966435469	0.214873353510383	0.214873353510383	1	1	NA
ANO1	ANO2	16	16	-0.0268655280527929	0.107240479074921	0.107386267919318	0.0318304231771027	TRUE	0.151500609255892	0.0693573555727913	0.0693573555727913	1	1	NA	16	16	-0.578948933307677	0.113589623931874	0.19567901703106	0.217798610098567	TRUE	0.0231314140431675	0.794136376175517	0.794136376175517	1	1	NA
ANO3	ANO4	16	16	-0.110423596989068	0.131684566421642	0.0915763854143152	0.0867404758160822	TRUE	0.0473349706982456	0.582660511270847	0.582660511270847	1	1	NA	16	16	-0.420177478498316	0.285371903707757	0.246432013124293	0.14192921863139	TRUE	0.0305037525672621	0.786161485537037	0.786161485537037	1	1	NA
ANXA1	ANXA2	16	16	0.0126736136000466	0.244798466180553	0.132346904860918	0.036429794465165	TRUE	0.0523401653442275	0.532883596740492	0.532883596740492	1	1	NA	16	16	-0.556419146122204	-0.297080840728525	0.517625201348803	0.454097063576948	TRUE	0.49135818107768	0.000188157389638887	0.000188157389638887	0.026787966564375	0.026787966564375	NA
AOC2	AOC3	16	16	-0.267680099511586	0.087706322539338	0.0804717006652346	0.108958269373808	TRUE	-0.0629499142100502	0.487164689017076	0.487164689017076	1	1	NA	16	16	-0.578579416532245	-0.188586668279371	0.125447074486923	0.649176336453367	TRUE	0.336147607462137	0.0501605278861296	0.0501605278861296	1	1	NA
AP1G1	AP1G2	16	16	-0.435721367118549	0.026059724383544	0.0695589238301695	0.0331713441475507	TRUE	-0.165207545784265	0.0666007932497501	0.0666007932497501	1	1	NA	16	16	-1.5905040231607	-0.621892435676003	0.321281333341729	0.251603263052684	TRUE	-0.170150883737245	0.216555954422202	0.216555954422202	1	1	NA
AP1M1	AP1M2	16	16	-0.38256779564687	-0.0824007888625603	0.172061248176914	0.150455754092163	TRUE	0.0115377278791886	0.906288492036609	0.906288492036609	1	1	NA	16	16	-0.652727913974066	-0.0746483343001785	0.834492321059355	0.563623583668447	TRUE	0.174089856643294	0.217587036822564	0.217587036822564	1	1	NA
AP2A1	AP2A2	16	16	-1.04391538027975	-0.228939770207313	0.263909845533402	0.0914041958054777	TRUE	-0.485266648245189	0.000106839061732473	0.000106839061732473	0.0206746019386703	0.0206746019386703	NA	16	16	-1.15461030340811	0.599301827218055	0.411065299420341	0.164870144657227	TRUE	-1.0407410112551	2.25610710037322e-09	2.25610710037322e-09	8.73165965235105e-06	8.73165965235105e-06	NA
AP1B1	AP2B1	16	16	-0.566837977419528	0.0901556141595285	0.0901009424075786	0.0754386279612812	TRUE	-0.349881790935718	0.000939322159778188	0.000939322159778188	0.086557033634002	0.086557033634002	NA	16	16	-1.46465700804458	-0.136375139959493	1.06226130681226	0.233226919057345	TRUE	-0.548937183767283	0.000857513141416146	0.000857513141416146	0.0778875688997463	0.0778875688997463	NA
AP3B1	AP3B2	16	16	-0.187737241850841	0.055445844384009	0.06620871525322	0.0983780321652323	TRUE	0.0453245495078828	0.642579775746015	0.642579775746015	1	1	NA	16	16	-0.207195743081719	0.51411015706778	0.0838098306292424	0.201618350075076	TRUE	0.0207949292157949	0.831952609612102	0.831952609612102	1	1	NA
AP3M1	AP3M2	16	16	-0.432632444727951	-0.176793649255175	0.178217281351354	0.175833507405298	TRUE	0.0656245533198153	0.506855695542906	0.506855695542906	1	1	NA	16	16	-0.282725861666184	0.781882787669629	0.364704065007526	0.360340868096481	TRUE	-0.329719623655503	0.00738879655887818	0.00738879655887818	0.33407253857368	0.33407253857368	NA
AP3S1	AP3S2	16	16	-0.0728858872085742	0.377488086967807	0.107384572366185	0.0826304809340958	TRUE	-0.166016951603575	0.0722175710015506	0.0722175710015506	1	1	NA	16	16	-0.539735456218284	0.310245163948292	0.220965391373368	0.262064086007146	TRUE	-0.142754579508107	0.233089500246228	0.233089500246228	1	1	NA
APH1A	APH1B	16	16	-0.265510514156628	-0.150088675070154	0.122263261510403	0.272362738607008	TRUE	0.196870165387808	0.0567792460954174	0.0567792460954174	1	1	NA	16	16	-0.993867203720919	-0.214862429771472	0.325466894838343	0.372030008886753	TRUE	-0.0440747848068649	0.724543209909049	0.724543209909049	1	1	NA
AQP12A	AQP12B	16	16	-0.0869142974004831	-0.0267811402142706	0.0563885042934271	0.160077989420108	TRUE	0.236520117114739	0.00686803315230775	0.00686803315230775	0.338872614782204	0.338872614782204	NA	16	16	-0.171898163597638	0.460297185794972	0.192635910879093	0.681666586713485	TRUE	0.105395540717258	0.437492928453047	0.437492928453047	1	1	NA
ARFGAP2	ARFGAP3	16	16	-0.13624318308855	-0.0571497450807878	0.135940682374179	0.134665319637622	TRUE	0.215080849501209	0.0492957087912341	0.0492957087912341	1	1	NA	16	16	-0.817347057628639	-0.328151543126487	0.299641316214188	0.37992190698623	TRUE	0.253283322547563	0.068113351505689	0.068113351505689	1	1	NA
ARFGEF1	ARFGEF2	16	16	-0.778183780211674	0.0115865072972069	0.221526829278858	0.114870515734171	TRUE	-0.465454817206767	0.000542303049928349	0.000542303049928349	0.0599668297107622	0.0599668297107622	NA	16	16	-1.95220286084053	-0.558688376929733	0.316783376789116	0.190609524950906	TRUE	-0.59574045923403	3.87816867079902e-06	3.87816867079902e-06	0.00157993847488917	0.00157993847488917	NA
ARFIP1	ARFIP2	16	16	-0.0453595256414236	0.264111528260256	0.0730972668212207	0.0146189240374789	TRUE	-0.0276277900024319	0.736280733962691	0.736280733962691	1	1	NA	16	16	-0.485580879229401	0.327783231563605	0.130860758645465	0.101140962693865	TRUE	-0.0996282246169034	0.401066074420915	0.401066074420915	1	1	NA
ARG1	ARG2	16	16	-0.0514579789370062	0.493903850414272	0.0804936624655822	0.0626951417671071	TRUE	-0.264585791235458	0.018874728503766	0.018874728503766	0.695710409011927	0.695710409011927	NA	16	16	-0.23250557590497	0.622867949582716	0.398724264150097	0.198986690812385	TRUE	-0.115587719389425	0.545871887761817	0.545871887761817	1	1	NA
ARHGAP10	ARHGAP26	16	16	-0.0315216090751067	0.311259877463326	0.0786922866544868	0.205943933955597	TRUE	-0.0497402541317793	0.559954611396893	0.559954611396893	1	1	NA	16	16	-0.644856977834544	0.165874868214853	0.365802964744679	0.359336877278623	TRUE	-0.0764529842949049	0.568385869764316	0.568385869764316	1	1	NA
ARHGAP35	ARHGAP5	16	16	-0.105500450624988	0.225172854201806	0.104263311851925	0.0891841347003668	TRUE	-0.0397228947181993	0.621532069187647	0.621532069187647	1	1	NA	16	16	-0.220227758433598	0.287318503665729	0.262298594904501	0.398899151680027	TRUE	0.221496037032709	0.0416551681756754	0.0416551681756754	1	1	NA
ARHGEF6	ARHGEF7	16	16	-0.123177037802736	0.0237690232915407	0.297993757326816	0.0333640014807579	TRUE	0.150004390808448	0.142047054181203	0.142047054181203	1	1	NA	16	16	-0.438022933718153	0.388600096776284	0.431535267506699	0.359454784751091	TRUE	-0.0817251677546916	0.451990556977265	0.451990556977265	1	1	NA
ARID1A	ARID1B	16	16	-0.380550006713907	0.212339640168698	0.209804810047715	0.0508428380558876	TRUE	-0.298493692809997	0.0026969466115659	0.0026969466115659	0.183119494364206	0.183119494364206	NA	16	16	-0.573190746160325	0.500662523740936	0.286342009847845	0.119285941563126	TRUE	-0.362479744929924	0.00360383003135904	0.00360383003135904	0.211328198736283	0.211328198736283	NA
ARL8A	ARL8B	16	16	-0.281331992162585	0.230805775236816	0.119990107993897	0.0907488364120212	TRUE	-0.219019925056856	0.0164839517780093	0.0164839517780093	0.634793338263018	0.634793338263018	NA	16	16	-1.22945954486901	-0.736171741903823	0.300962748286885	0.229391923914093	TRUE	0.28507695066566	0.100577372060322	0.100577372060322	1	1	NA
ARNT	ARNT2	16	16	-0.379499491995348	-0.279098742976078	0.0847141763322526	0.0415335271811757	TRUE	0.214847435471864	0.00558438710194159	0.00558438710194159	0.302278014146156	0.302278014146156	NA	16	16	0.118875677111997	0.837321341569723	0.130980640165372	0.0557816503215099	TRUE	0.0422407355550478	0.69685081782266	0.69685081782266	1	1	NA
ARPC1A	ARPC1B	16	16	-0.343138307827793	0.346422257750285	0.185066795683842	0.100339261712369	TRUE	-0.399261809960936	4.54660573573568e-05	4.54660573573568e-05	0.0130932430959953	0.0130932430959953	NA	16	16	-1.29789738008733	-0.564573428662422	0.331201001179262	0.337207240099991	TRUE	0.0526785942830817	0.645284925046919	0.645284925046919	1	1	NA
ARPC5	ARPC5L	16	16	-0.358928626446353	0.417980619321478	0.123924457526264	0.0499234968046797	TRUE	-0.491028257034868	8.15279043432947e-06	8.15279043432947e-06	0.00422300488877416	0.00422300488877416	NA	16	16	-0.977240741312939	0.0141622027576448	0.357819571907382	0.292329483045748	TRUE	-0.246787397825726	0.0576411839809122	0.0576411839809122	1	1	NA
ASAP1	ASAP2	16	16	-0.0906172217514995	0.215872466913421	0.0593572388300593	0.0256429853571454	TRUE	-0.0241375085666629	0.785214555811519	0.785214555811519	1	1	NA	16	16	-0.553134649778882	0.118267196699524	0.130865108989615	0.207133550970249	TRUE	0.0366618987043485	0.775952344537583	0.775952344537583	1	1	NA
ASB14	ASB15	16	16	-0.00812871748282932	0.308646599000472	0.129147950532411	0.0481960561598787	TRUE	-0.0336979174254444	0.742474385250847	0.742474385250847	1	1	NA	16	16	-0.180996675210613	0.649331761294168	0.203265507471363	0.214824293521852	TRUE	-0.0923895972134487	0.477247641958574	0.477247641958574	1	1	NA
ASF1A	ASF1B	16	16	-0.554223705279643	-0.00922165565744128	0.194978772013146	0.0977799948659981	TRUE	-0.233963295990644	0.0211987539398567	0.0211987539398567	0.752698278603478	0.752698278603478	NA	16	16	-2.43778395839585	-0.53885199678534	0.698605758763294	0.288286812283383	TRUE	-1.0955785455437	1.65323151615375e-05	1.65323151615375e-05	0.00457027914626129	0.00457027914626129	NA
ASIC1	ASIC2	16	16	-0.250565899252968	0.046519497878779	0.0619453271470305	0.164794924785806	TRUE	0.00299082187939343	0.974226017840663	0.974226017840663	1	1	NA	16	16	-1.23955330462368	-0.586905406714246	0.401945948096695	0.578274628767888	TRUE	0.109210196990434	0.47593519545124	0.47593519545124	1	1	NA
ATF2	ATF7	16	16	-0.539276549578407	-0.536525255912648	0.0556956984825261	0.103929940678786	TRUE	0.332632109139468	0.000845616487541745	0.000845616487541745	0.080673809294488	0.080673809294488	NA	16	16	-1.5005538517881	-0.911061904239541	0.363137936467622	0.0913322747354427	TRUE	0.220882597949906	0.154041627925961	0.154041627925961	1	1	NA
ATG4A	ATG4B	16	16	-0.0771879611599606	0.260125645694963	0.0293471777845235	0.0589432467380586	TRUE	-0.055824182515461	0.509578221655837	0.509578221655837	1	1	NA	16	16	-0.221976206249267	0.627534887101044	0.0740999117539951	0.015366235102777	TRUE	-0.0924227636641579	0.337854486703087	0.337854486703087	1	1	NA
ATP13A4	ATP13A5	16	16	0.0716051655231699	0.221522559536911	0.0424966336579011	0.0183560912354927	TRUE	0.129972987622911	0.0752956956926465	0.0752956956926465	1	1	NA	16	16	0.15710667318818	0.738820269657951	0.13071195175482	0.150679490818765	TRUE	0.178662916684086	0.139421723838794	0.139421723838794	1	1	NA
ATP2C1	ATP2C2	16	16	-0.359262515712118	0.147664201667444	0.150756630442395	0.133185016342098	TRUE	-0.207008203966155	0.0374576078440425	0.0374576078440425	1	1	NA	16	16	-1.93625532155698	-1.63491076666613	0.935061499170967	1.81939464386051	TRUE	0.360233147363317	0.0233197750528754	0.0233197750528754	0.736758839215625	0.736758839215625	NA
ATP5L	ATP5L2	16	16	-0.302967554658222	0.00358655141246622	0.301254946856492	0.238365106246713	TRUE	-0.00382506915969649	0.970625651122179	0.970625651122179	1	1	NA	16	16	-1.08475582599508	-0.566786879915869	1.1140986604021	1.05269676531628	TRUE	0.229250655608102	0.185076471463192	0.185076471463192	1	1	NA
ATP6V0D1	ATP6V0D2	12	12	-1.15695672521093	-1.3987892348961	0.406164594171049	0.76520570325042	TRUE	0.423671206389051	0.0070399274759814	0.0070399274759814	0.340576975974099	0.340576975974099	NA	12	12	-1.95619517630659	-1.33418651106062	0.872825381836928	1.13267665989776	TRUE	0.09014036679473	0.528968744833056	0.528968744833056	1	1	NA
ATP6V1B1	ATP6V1B2	16	16	-1.44213750218439	-1.07818491387407	0.125075410982765	0.162954002522512	TRUE	-0.121851801508323	0.150879242915859	0.150879242915859	1	1	NA	16	16	-2.90594228006924	-1.81367386228423	0.733055856059341	1.09951710686464	TRUE	-0.478806005831423	0.00522342272590389	0.00522342272590389	0.264259632043522	0.264259632043522	NA
