gene1	gene2	n_combn_HAP1_T12	n_single_HAP1_T12	mean_combn_HAP1_T12	mean_single_HAP1_T12	var_combn_HAP1_T12	var_single_HAP1_T12	orientation_agree_HAP1_T12	differential_combn_vs_single_HAP1_T12	pval1_combn_vs_single_HAP1_T12	pval2_combn_vs_single_HAP1_T12	fdr1_combn_vs_single_HAP1_T12	fdr2_combn_vs_single_HAP1_T12	significant_combn_vs_single_HAP1_T12	n_combn_HAP1_T18	n_single_HAP1_T18	mean_combn_HAP1_T18	mean_single_HAP1_T18	var_combn_HAP1_T18	var_single_HAP1_T18	orientation_agree_HAP1_T18	differential_combn_vs_single_HAP1_T18	pval1_combn_vs_single_HAP1_T18	pval2_combn_vs_single_HAP1_T18	fdr1_combn_vs_single_HAP1_T18	fdr2_combn_vs_single_HAP1_T18	significant_combn_vs_single_HAP1_T18	n_combn_RPE1_T18	n_single_RPE1_T18	mean_combn_RPE1_T18	mean_single_RPE1_T18	var_combn_RPE1_T18	var_single_RPE1_T18	orientation_agree_RPE1_T18	differential_combn_vs_single_RPE1_T18	pval1_combn_vs_single_RPE1_T18	pval2_combn_vs_single_RPE1_T18	fdr1_combn_vs_single_RPE1_T18	fdr2_combn_vs_single_RPE1_T18	significant_combn_vs_single_RPE1_T18	n_combn_RPE1_T24	n_single_RPE1_T24	mean_combn_RPE1_T24	mean_single_RPE1_T24	var_combn_RPE1_T24	var_single_RPE1_T24	orientation_agree_RPE1_T24	differential_combn_vs_single_RPE1_T24	pval1_combn_vs_single_RPE1_T24	pval2_combn_vs_single_RPE1_T24	fdr1_combn_vs_single_RPE1_T24	fdr2_combn_vs_single_RPE1_T24	significant_combn_vs_single_RPE1_T24
SRRM1	SRRM2	15	15	-1.48492796074367	-0.940116115062853	1.15870727983213	1.1436800025843	TRUE	-0.314270100996841	0.00166587293661887	0.794841141948963	0.0745833793917407	1	NA	15	15	-1.68411034999854	-0.849719977832823	1.40175584468779	1.09989152901707	TRUE	-0.646976866946734	0.000119407469831156	0.322913577938424	0.0110234970481723	1	NA	15	15	-1.92476839858146	-1.22259171082177	1.21639941770981	0.661403213918296	TRUE	-0.707095667606579	0.000199211263854543	0.392144163676083	0.0194943002234159	1	NA	15	15	-2.24333299236269	-1.74422150131837	1.3219173426933	0.6907634398305	TRUE	-0.672926980185712	0.00135243276810944	0.264500766790802	0.0782776966414422	1	NA
TRA2A	TRA2B	15	15	-1.44890997794739	-1.50282984344628	0.726976251762322	0.265864633774506	FALSE	0.367989386964945	0.000119803662793564	0.795266558500138	0.00960287000206022	1	NA	15	15	-1.6138586386043	-2.15937439658244	0.819203837474057	0.296650357939353	FALSE	0.71526765143357	2.37653225876678e-08	0.23415133193922	1.66115224491595e-05	1	NA	15	15	-0.840588667138108	0.54175983215023	0.841596187578664	0.796618513238814	TRUE	-1.08358755541119	4.43814935221465e-05	0.00776615293167456	0.00603202559896441	0.248358067195984	NA	15	15	-1.02975556183376	0.27019088564484	0.90114544805375	0.659679543817841	TRUE	-1.14631195932022	0.000221593564882523	0.00169441445901135	0.0246415618696635	0.0863599096792876	NA
PAIP1	PAIP2	15	15	-0.0583716098161635	-0.0209461924909838	0.240377314141586	0.282723422413673	FALSE	0.360220302590409	1.17226003173564e-05	0.606875948479869	0.00163877631044939	1	NA	15	15	-0.129773433227358	-0.281396403673828	0.45579474670394	0.23926019746511	FALSE	0.488027939151835	2.01843502154289e-05	0.80485818512906	0.00301500933760431	1	NA	15	15	-0.252756930426207	-0.322457769151584	0.400843046797133	0.590968695275057	TRUE	0.322118269463308	0.295023836923499	0.0456844849904966	1	0.864088195833715	NA	15	15	-0.422597779633095	-0.560969482282082	0.439142284680875	0.638908521328209	FALSE	0.251735417112215	0.949549378790923	0.0236682723179894	1	0.573296052952047	NA
EIF4E	EIF4E2	15	15	-1.34897624357602	-1.79906444697695	1.32819486992829	1.59262848960199	FALSE	0.684681122498999	0.000200034570600147	0.552061472281725	0.0143932844831086	1	NA	15	15	-1.60661380513846	-2.04958892331648	1.58046415831699	1.43641831342243	TRUE	0.587384000602577	0.00129920514112472	0.831722295449924	0.0655344652366264	1	NA	15	15	-0.769570731641366	-1.20954608037755	1.33445833658054	0.948021143793036	TRUE	0.562470548382409	0.0784576107728397	0.00186291084315598	1	0.0850548136573679	NA	15	15	-0.900235185413823	-1.54449267693964	1.39363706856533	1.50540910795655	TRUE	0.633547512565048	0.00262283630761177	0.0623593047253061	0.135086312068212	1	NA
ENO1	ENO2	15	15	-2.7386093860284	-1.17093752202953	1.02505989843315	0.0746304496215475	TRUE	-1.24675844048635	9.28120029965782e-09	0.0541330351427266	6.48738793947259e-06	0.90397937384768	NA	15	15	-2.82822460980893	-1.25386720126271	1.08280701715688	0.143214254766494	TRUE	-1.3861951440021	2.21246026479884e-08	0.0200756525509445	1.66115224491595e-05	0.45229332973485	NA	15	15	-1.38171884197232	-0.190816937276753	0.484998268767609	0.126037031990361	TRUE	-1.09569883296701	8.86367356228303e-08	0.000221616918900263	0.000108422027802395	0.0166821998532429	NA	15	15	-1.70775953317561	-0.470565822094462	0.726847800371138	0.246134880777377	TRUE	-1.29291324212109	5.1869176254298e-08	0.00187482839650527	8.45963956955157e-05	0.0912054432091204	NA
ENO1	ENO3	15	15	-2.02698795578659	-1.72648217345862	1.07808744884398	0.164578209548383	FALSE	0.00323100903495596	0.0758045761882759	0.175195858871236	1	1	NA	15	15	-1.9887069302679	-1.88825087987243	1.08087867316394	0.189111060927317	FALSE	0.103407740097235	0.708136983992387	0.348698921475385	1	1	NA	15	15	-0.685217256512295	-0.402568910495792	0.541482218831315	0.179172994359616	TRUE	-0.119464771270912	0.342644641404104	0.975901268628438	1	1	NA	15	15	-0.964256121221581	-0.643977125300898	0.629193150665164	0.23076494114585	TRUE	-0.316001841372228	0.114508671515434	0.336628490023526	1	1	NA
ENO2	ENO3	15	15	-0.357277035545847	0.228414291284544	0.30357375686148	0.141266556457729	TRUE	-0.192610305982272	0.582410495137327	0.0670912738983805	1	1	NA	15	15	-0.452650047131492	-0.0450856825614394	0.423195024257699	0.213389622674369	TRUE	-0.0875122988487051	0.889531957462672	0.247585269365277	1	1	NA	15	15	-0.45589962021033	0.367034559640976	0.608823563091449	0.201853197518696	TRUE	-0.505532312296595	0.281330298177432	0.00089895068329563	1	0.0501987775522074	NA	15	15	-0.558377116749258	0.252946384484396	0.772397205818571	0.279767903679798	TRUE	-0.573574231155621	0.418742200321707	0.000209568557741353	1	0.0209263655883271	NA
CREBBP	EP300	15	15	-1.00981828210592	-0.46129942094444	0.628894397389503	0.842014196644045	TRUE	-0.216637938925284	0.528516899259366	0.00712531977798102	1	0.211292547529033	NA	15	15	-1.01265128438682	-0.794292431422046	0.762713083739111	1.27569516066691	FALSE	0.0639055522511034	0.0553466061352321	0.153026161090988	0.974114398650785	1	NA	15	15	0.101422731034118	0.511333978803234	0.45516156470403	1.07584984487401	TRUE	0.0169254796694661	0.797193208795184	0.565502739196483	1	1	NA	15	15	0.148772101784821	0.38862298927603	1.16869262043301	1.55723597115013	FALSE	0.10300779460539	0.866347336145519	0.242802427707748	1	1	NA
BCL2L1	BCL2L2	15	15	-1.6530809732745	-1.41526003855324	2.12682843417747	0.653268326539523	TRUE	0.00475572809686031	0.758811084350184	0.655122881774928	1	1	NA	15	15	-1.68331643326981	-1.74813292375867	2.128949452775	1.13156614230044	FALSE	0.209316922569148	0.341251762495526	0.85394705509694	1	1	NA	15	15	-0.625891564841747	-0.352561818133058	0.359452654538472	0.232605782741531	TRUE	-0.0939699794548717	0.988774302682318	0.313349671929867	1	1	NA	15	15	-0.805830446258793	-0.561052755794352	0.536365975417395	0.284837727757762	TRUE	-0.197239670518567	0.282920994276823	0.423491112279222	1	1	NA
BCL2L1	MCL1	15	15	-0.836485223552237	-2.17819762783692	0.716045096929207	1.1145644495171	TRUE	1.63576969509122	0.00656121519783008	5.39576871609242e-11	0.188223931515677	8.30097569990418e-08	NA	15	15	-0.830610769480858	-2.59068187814578	0.786698428284421	1.48413394570108	TRUE	1.95817501559914	0.000704466131825253	4.13374128294076e-10	0.043631163171708	5.05646568725249e-07	NA	15	15	-0.860770965712572	-0.230295812445296	0.372957022647373	0.342746917520177	TRUE	-0.462325555706619	0.0167583956139412	0.0669785715315145	0.413111499966684	1	NA	15	15	-1.00726372522474	-0.568561408784303	0.461047487389308	0.236005544086589	TRUE	-0.430835407019148	0.0150822043348817	0.329760677728268	0.376506529881163	1	NA
PARP1	PARP2	15	15	-0.214640608961707	0.427576134994793	0.294496040522148	0.418919070949987	TRUE	-0.182303563836342	0.134429444590637	0.866286634354322	1	1	NA	15	15	-0.511576119762294	0.450465254207141	0.667013904148062	0.695417245381013	TRUE	-0.514656279758732	0.0161557868288838	0.121462401432647	0.383729031470096	1	NA	15	15	-0.00263643132728367	0.197400860170049	0.534299458327779	0.72033652382781	TRUE	0.180273082134152	0.0635369220965558	0.57760088226655	1	1	NA	15	15	-0.157185232452097	0.245863611440676	0.764913940852252	0.862190733892639	TRUE	-0.0996993159385239	0.800077348376635	0.598098757391888	1	1	NA
MAPK1	MAPK3	15	15	-0.65852434873972	-0.166468815181205	0.195528609209846	0.323626023395323	TRUE	-0.196297700083434	0.93330642350392	0.0200330109937164	1	0.439905955877024	NA	15	15	-0.773044203410575	-0.536851957526652	0.325885670092868	0.573939246621442	TRUE	0.00949678481376511	0.44052404985279	0.408303115187589	1	1	NA	15	15	-1.20961708663033	-1.11777558654903	0.359369870377487	0.506752991068161	FALSE	-0.0643224328721553	0.0526189320798249	0.0174685433079095	0.946535461782993	0.467056440211503	NA	15	15	-1.42357441712006	-1.56173947304016	0.395656248609569	0.763254994016876	FALSE	0.0106847602205873	0.0580283618117017	0.0954922670067749	1	1	NA
MDM2	TP53	15	15	0.30213766821597	0.175008839846915	0.215683498980397	0.167975209132934	TRUE	0.604979110159726	0.0130872473419833	4.63785204583447e-05	0.30347968097696	0.00667423872643481	NA	15	15	0.341835340907363	0.125197675306417	0.400177887565325	0.150806084281226	TRUE	0.67266100103225	0.0199202334265128	0.000324118718305911	0.447096935707299	0.0273426046525028	NA	15	15	1.13621879152872	-0.302683502545623	1.37396424052357	1.2592683865987	TRUE	1.86717006205761	6.78022321513068e-08	1.65311892913738e-08	0.000108422027802395	2.69616587653953e-05	NA	15	15	1.26031843704572	-0.00843203682411748	2.09654217320301	1.67138834920509	TRUE	1.65025455737563	1.36039455202842e-05	2.28386344955824e-05	0.00320774188149819	0.00399227563653666	NA
ABHD12	ABHD12B	15	15	-0.0274884452234641	-0.263284219336262	0.326642526400717	0.276343909917481	TRUE	0.602472781453801	0.0115013375554475	0.000196031854978072	0.277214584826268	0.0150978416341545	NA	15	15	-0.0855897936153093	-0.237501873711314	0.566163143461837	0.314383761565932	TRUE	0.514350192819276	0.0320755924078002	0.0112647260198284	0.643203832609173	0.31319897768994	NA	15	15	-0.225104222540912	-0.480549178924248	0.438902181877243	0.202994775724296	FALSE	0.477961078382798	0.000237649131037923	0.318138224238628	0.0227997359984993	1	NA	15	15	-0.305641167694223	-0.69180660412477	0.488498112753008	0.206030522494134	TRUE	0.501811837914494	0.00142822525619828	0.321746618480196	0.0810312869938651	1	NA
ABL1	ABL2	15	15	-0.064772567987923	0.728413832506771	0.179962438511746	0.692610880037048	TRUE	-0.272574760998809	0.00135328106415323	0.918979604623818	0.0613095337248526	1	NA	15	15	-0.132512464923052	0.851274518478305	0.296854411808742	0.810462847337734	TRUE	-0.456511632270584	0.000513315886987759	0.503755826952195	0.0339403838565716	1	NA	15	15	0.0367652024413454	1.0839628244658	0.443856641582742	1.21856628238322	TRUE	-0.545379741317338	0.212361453607393	0.00131603241458984	1	0.0625162796690234	NA	15	15	0.0608360211309829	1.00526403607174	0.609503740689655	1.54470794817836	TRUE	-0.543559290295254	0.854164074516538	0.000343181388646583	1	0.0282897411852868	NA
DMWD	WDR20	15	15	-0.443424003413849	-0.434943258999861	0.272636288960098	0.239595728730982	FALSE	0.312074806372387	0.714805073064307	0.0025738546123224	1	0.100748308249624	NA	15	15	-0.712832132895324	-0.539178947485571	0.411802877474056	0.382840338684378	TRUE	0.10332783483191	0.552114519348798	0.75121573706247	1	1	NA	15	15	0.424778555957331	0.28702422588097	0.3205546712126	0.871084416028984	FALSE	0.591552000968983	0.329248439291542	0.000165257571078905	1	0.0138015686052559	NA	15	15	0.629716003565339	0.227005690781069	0.528443568130662	1.06873662650766	TRUE	0.804931874364563	0.100188728290818	0.000186253695900479	1	0.0198112022390892	NA
HNRNPL	HNRNPLL	15	15	-1.47298716173064	-1.03718641960922	1.26960237004569	0.81516473281899	TRUE	-0.155895246168898	0.0881141616316791	0.570689736613795	1	1	NA	15	15	-1.65252774971807	-0.789042565403829	1.51624114737622	1.04777211237367	TRUE	-0.623032946388714	0.00814968517616115	0.0458320409948627	0.237353321837566	0.809567737156971	NA	15	15	-1.53032734142694	-0.58583510228614	0.899898923867932	0.604905898919053	TRUE	-0.872730725163823	0.0115419905764933	9.27007778230311e-05	0.308598200582118	0.00944943636124043	NA	15	15	-1.71504196198577	-0.915835929511627	1.00821354590791	0.450810031833601	TRUE	-0.869753476437661	0.00462028993421453	0.00168895424006669	0.179416527965408	0.0863599096792876	NA
ACBD3	TMED8	15	15	0.147604229445439	0.677727147874577	0.175282768254544	0.140423939397471	TRUE	-0.00301850012082779	0.111766521061918	0.130883339550533	1	1	NA	15	15	0.117492372429574	0.475638732035939	0.218243395323197	0.400344266723516	TRUE	0.131894446934271	0.826552845671194	0.25781678416306	1	1	NA	15	15	-0.140449028100123	-0.269213506390801	0.477927653487495	0.124840871695885	TRUE	0.399884648452615	0.0370595750924537	0.0515303380487719	0.731160158803971	0.940788415913763	NA	15	15	-0.192643543165034	-0.662555018079429	0.491873408866497	0.192980739521522	TRUE	0.59737773756524	0.00175546733463482	0.0263795623415899	0.0923577975527041	0.623535241364965	NA
ACBD7	DBI	4	4	-0.0531788741732131	0.992765817948268	0.210682055197527	0.351135451225562	TRUE	-0.49114077611431	0.0534698362526926	0.0443416418046275	0.873312505355328	0.79971121378807	NA	4	4	0.0373475598741696	0.986324191621197	0.201553535015336	0.631550113372201	TRUE	-0.365255353111041	0.0378193155591068	0.355644193410511	0.733669317293235	1	NA	4	4	-0.302599788036159	0.569152844699168	0.301755707020389	0.253371478351538	TRUE	-0.498744494800261	0.0219288663104509	0.0953770880999905	0.49904703965168	1	NA	4	4	-0.364298163250439	0.365381713811668	0.449304459334847	0.446621569009896	TRUE	-0.459849853413215	0.0344135868630445	0.205156507984519	0.695790249465638	1	NA
ACSL1	ACSL6	15	15	0.235858354981336	0.803419228811875	0.0772056638261215	0.324320673629493	TRUE	0.00497521863784031	0.587068438205003	0.661547817917958	1	1	NA	15	15	0.147153809311855	0.609724836169279	0.177248857982898	0.518554492079589	TRUE	0.058878153790077	0.592602985525512	0.971020862449838	1	1	NA	15	15	-0.159559306307217	0.0683820126411718	0.36500824920372	0.734255168336944	TRUE	0.0959234238088644	0.979079925196962	0.419308266873088	1	1	NA	15	15	-0.319925566623514	-0.164351229260791	0.547543372568041	1.58030752885885	FALSE	0.0607272283445911	0.661786395547102	0.33031146064577	1	1	NA
ACTR1A	ACTR1B	15	15	-1.6770674290112	-0.654511879182912	1.09492158430925	0.540649538521187	TRUE	-0.711410884637416	0.000463513999358318	0.275649448036751	0.0276574901806468	1	NA	15	15	-1.84811294737657	-1.05380820309498	1.17479270800361	0.573832777532038	TRUE	-0.567908685787224	0.00173928991630624	0.881901614251225	0.0786735022238087	1	NA	15	15	-1.08910992950681	-0.564428868502047	0.893906935765124	0.649959312563184	TRUE	-0.340696210720217	0.568121683545091	0.0210123312114185	1	0.516134443287283	NA	15	15	-1.295025222337	-1.17857079065375	1.06988591777824	0.533665813147234	FALSE	-0.17297874488287	0.135881250028079	0.58274910686866	1	1	NA
ACVR2A	ACVR2B	15	15	-0.58876014503001	-0.0229329431856174	0.331077536281202	0.522573812045772	TRUE	-0.207907446671377	0.000836923779308025	0.191986060145512	0.0429007107184985	1	NA	15	15	-0.919497502284426	-0.387492037326162	0.571798193491659	0.661093429728821	TRUE	-0.267661739352191	0.00216809880849575	0.277147760944237	0.0914502390946613	1	NA	15	15	0.212706996078977	1.39502407631047	0.540597160658877	0.271489230857451	TRUE	-0.581218896710801	0.459654677032656	5.91158304240869e-05	1	0.00688681264173822	NA	15	15	0.182659801335671	1.10638345791837	0.72687992615572	0.447951919325231	TRUE	-0.431312615212345	0.848013361606666	0.00280635340185459	1	0.121514381510198	NA
ADAMTS10	ADAMTS6	15	15	0.0772565938311479	0.820154473541576	0.171757472747887	0.27305282569487	TRUE	-0.187983730040986	0.539428191402018	0.0112294571604635	1	0.290710502782788	NA	15	15	0.0731924039076555	0.451541617636722	0.258122036618792	0.382117700591004	FALSE	0.090920583810086	0.00137717127100188	0.0393743949714578	0.067383213420042	0.724262535285508	NA	15	15	-0.0424604790267754	0.725288307791695	0.256133567451966	0.446523782270656	TRUE	-0.297026205888198	0.242827188684443	0.121397363567015	1	1	NA	15	15	-0.155253119325061	0.576872333959522	0.387371786631197	0.328148633186607	TRUE	-0.363651200389868	0.0373684145877443	0.252579634957317	0.737197498927463	1	NA
ADAMTSL1	ADAMTSL3	15	15	-0.122331087074395	0.214013944955019	0.169798784504365	0.126650239395435	TRUE	0.0797224215077631	0.561207460372956	0.697987247970495	1	1	NA	15	15	-0.146292633812848	0.287884684217784	0.311104037952519	0.210924763174429	TRUE	-0.0374842693966415	0.369206812041143	0.22480601682469	1	1	NA	15	15	-0.193491134518835	0.942445882900548	0.30533025621005	0.160391011251459	TRUE	-0.649676609039489	0.000667939452674504	0.00543444867528693	0.04002745629876	0.192681566654812	NA	15	15	-0.348449405876357	0.667995939695579	0.459498251513537	0.222502335885609	TRUE	-0.664729307957024	0.00062251218420068	0.0492926356673395	0.0491269644967147	0.942119165734386	NA
ADAP1	ADAP2	15	15	-0.336830366794879	0.213805609369682	0.325163585987422	0.472989457656912	TRUE	-0.135979136340834	0.540137548550758	0.0525274657583673	1	0.88319626355793	NA	15	15	-0.293771760245591	-0.187105552667285	0.380345990593637	0.428795746388858	TRUE	0.215444691582462	0.22883610041497	0.350355431078998	1	1	NA	15	15	-0.318005958169072	0.0360663171469627	0.390820188857786	0.452341342486613	FALSE	-0.0562053710314945	0.251528197580618	0.118235657231585	1	1	NA	15	15	-0.373359246369402	-0.00357656501952033	0.337658622653274	0.669706162827971	FALSE	-0.137325831417539	0.201227948665659	0.0408252800830131	1	0.848983603779663	NA
ADSS	ADSSL1	15	15	-1.16168744598682	-0.232770536971729	0.58339988077747	0.571585434518705	TRUE	-0.586695603682487	4.82713156553098e-05	0.0291818602874249	0.00469292673674637	0.587584680041744	NA	15	15	-1.72384451543839	-0.943773009756729	0.938458600141742	0.564521329539064	TRUE	-0.546591628068041	0.00131649486321613	0.187351304976013	0.0657289745650128	1	NA	15	15	-0.367348140947037	0.396776536517587	0.347532098635946	0.385889242112106	TRUE	-0.420045114788546	0.0206694275028364	0.0492153647669456	0.477041707246441	0.912137991977698	NA	15	15	-0.537671237570363	0.141169700957006	0.339413502679707	0.347400495600487	TRUE	-0.469299582248331	0.00361820370360278	0.205178770867874	0.160554448302151	1	NA
